na_sales,eu_sales,jp_sales,other_sales,global_sales,platform,KMeans_Label
2.56,0.17,0.0,0.03,2.76,2600,2
1.43,0.54,0.71,0.07,2.75,SNES,1
1.07,1.31,0.06,0.31,2.74,PS4,0
1.02,0.36,1.13,0.23,2.73,N64,2
1.33,0.31,1.04,0.05,2.73,NES,0
1.52,0.94,0.02,0.24,2.72,X360,1
1.49,0.93,0.02,0.27,2.71,X360,1
1.75,0.52,0.33,0.1,2.7,GBA,2
0.99,0.48,1.09,0.14,2.7,PS2,0
1.47,0.76,0.0,0.47,2.7,PS4,0
1.25,0.53,0.87,0.05,2.7,N64,2
2.42,0.11,0.0,0.16,2.69,X360,1
1.85,0.64,0.01,0.19,2.69,PS2,0
2.38,0.12,0.0,0.18,2.69,X360,1
1.63,0.52,0.35,0.18,2.69,DS,2
1.46,0.98,0.0,0.24,2.68,X360,1
1.23,1.11,0.0,0.34,2.68,PS2,0
0.0,0.0,2.68,0.0,2.68,3DS,2
0.69,1.41,0.04,0.53,2.68,PS3,0
0.78,0.75,0.89,0.26,2.68,PS3,0
1.95,0.63,0.0,0.09,2.67,GEN,2
1.48,0.92,0.01,0.26,2.67,PS2,0
1.78,0.64,0.0,0.25,2.67,X360,1
1.44,1.09,0.0,0.14,2.67,PS,0
1.99,0.58,0.0,0.09,2.66,XB,1
1.59,0.8,0.0,0.26,2.65,DS,2
1.15,1.11,0.0,0.4,2.65,PS2,0
1.56,0.88,0.0,0.22,2.65,Wii,1
0.86,1.11,0.01,0.66,2.65,PSP,0
0.0,0.0,2.65,0.0,2.65,NES,0
2.0,0.5,0.12,0.03,2.65,N64,2
1.53,0.87,0.0,0.24,2.64,X360,1
2.0,0.47,0.02,0.14,2.63,PS2,0
0.76,1.1,0.12,0.65,2.63,PSP,0
1.53,0.82,0.04,0.24,2.63,X360,1
1.7,0.46,0.06,0.41,2.63,PS3,0
2.15,0.12,0.0,0.36,2.62,PS2,0
1.07,1.06,0.24,0.25,2.62,Wii,1
1.55,0.81,0.04,0.21,2.62,X360,1
0.59,1.79,0.01,0.23,2.62,X360,1
2.31,0.14,0.01,0.16,2.62,X360,1
0.63,0.84,0.96,0.19,2.61,DS,2
0.9,1.22,0.04,0.44,2.61,PS2,0
1.02,0.52,0.92,0.14,2.6,Wii,1
1.86,0.55,0.11,0.08,2.6,GEN,2
0.48,1.63,0.04,0.43,2.59,PS3,0
0.93,1.12,0.08,0.45,2.59,PS3,0
2.03,0.21,0.0,0.35,2.59,PS2,0
0.64,1.24,0.01,0.69,2.58,PSP,0
0.89,1.33,0.07,0.28,2.58,PS4,0
1.04,1.24,0.03,0.27,2.58,X360,1
0.37,0.27,1.75,0.18,2.58,PSP,0
1.4,0.88,0.03,0.26,2.58,PS2,0
1.31,0.74,0.31,0.22,2.57,PS2,0
0.28,1.68,0.33,0.28,2.57,DS,2
1.76,0.56,0.03,0.22,2.57,X360,1
2.14,0.08,0.0,0.35,2.57,PS2,0
1.7,0.59,0.21,0.07,2.56,GC,2
0.15,0.0,2.41,0.0,2.56,NES,0
2.11,0.23,0.0,0.22,2.56,PS3,0
1.21,0.57,0.7,0.07,2.54,GC,2
1.13,0.87,0.29,0.25,2.54,Wii,1
2.21,0.12,0.0,0.2,2.54,X360,1
2.36,0.14,0.0,0.03,2.53,2600,2
1.13,1.12,0.06,0.22,2.52,PS2,0
1.55,0.75,0.16,0.06,2.52,N64,2
1.5,0.78,0.0,0.24,2.52,Wii,1
0.49,0.0,0.52,1.51,2.52,NES,0
0.6,1.31,0.08,0.52,2.51,PS3,0
2.29,0.02,0.0,0.19,2.5,X360,1
0.13,0.07,0.26,2.05,2.5,PS2,0
1.28,0.14,1.08,0.01,2.5,N64,2
0.86,1.06,0.18,0.39,2.49,PS3,0
1.84,0.56,0.0,0.09,2.49,XB,1
1.29,0.97,0.0,0.23,2.49,Wii,1
1.81,0.52,0.0,0.15,2.49,PS2,0
1.15,0.85,0.1,0.39,2.48,PS3,0
1.38,0.85,0.0,0.25,2.48,X360,1
1.15,1.14,0.06,0.13,2.48,PS,0
1.72,0.44,0.05,0.27,2.48,PS3,0
1.93,0.34,0.0,0.21,2.48,X360,1
2.1,0.2,0.0,0.17,2.47,X360,1
1.13,0.36,0.92,0.07,2.47,GC,2
1.67,0.58,0.0,0.2,2.46,Wii,1
1.55,0.54,0.05,0.31,2.45,PS3,0
0.0,0.0,2.43,0.02,2.45,SNES,1
0.93,0.12,1.34,0.06,2.45,PS,0
2.12,0.25,0.0,0.07,2.44,PS,0
1.44,0.73,0.04,0.22,2.44,X360,1
0.87,0.98,0.0,0.59,2.44,PSP,0
1.07,1.19,0.0,0.18,2.43,PS2,0
1.52,0.82,0.0,0.1,2.43,PC,0
1.56,0.61,0.02,0.23,2.42,X360,1
1.26,0.61,0.46,0.08,2.42,DC,2
1.27,0.32,0.78,0.05,2.42,NES,0
0.29,1.18,0.54,0.41,2.42,PS3,0
1.63,0.22,0.51,0.06,2.41,PS2,0
2.07,0.26,0.0,0.08,2.41,PS2,0
0.81,0.76,0.7,0.14,2.41,PS,0
1.43,0.76,0.0,0.22,2.41,XOne,1
0.69,0.0,0.04,1.68,2.41,PS2,0
2.07,0.08,0.0,0.26,2.4,XOne,1
2.1,0.24,0.0,0.07,2.4,PS,0
0.77,0.18,1.42,0.03,2.4,NES,0
2.3,0.1,0.0,0.0,2.4,PC,0
2.15,0.18,0.0,0.07,2.39,GBA,2
0.49,1.49,0.05,0.36,2.39,PS4,0
1.74,0.48,0.0,0.18,2.39,X360,1
1.54,0.63,0.0,0.22,2.39,Wii,1
1.49,0.81,0.0,0.1,2.39,PC,0
1.07,0.87,0.04,0.4,2.39,PS3,0
1.48,0.71,0.0,0.2,2.39,X360,1
1.67,0.61,0.03,0.07,2.38,PS2,0
1.02,0.97,0.0,0.39,2.38,PS3,0
1.73,0.46,0.02,0.18,2.38,X360,1
1.94,0.39,0.03,0.02,2.38,N64,2
1.0,0.76,0.26,0.36,2.38,PS4,0
1.46,0.54,0.01,0.37,2.38,PS4,0
2.04,0.15,0.0,0.19,2.38,PS3,0
1.16,0.91,0.0,0.3,2.38,PS2,0
2.18,0.01,0.0,0.18,2.37,X360,1
2.28,0.02,0.08,0.0,2.37,PC,0
0.96,1.08,0.04,0.3,2.37,PS2,0
1.25,0.86,0.01,0.26,2.37,PS2,0
2.03,0.13,0.0,0.21,2.37,PS3,0
1.38,0.74,0.02,0.22,2.36,X360,1
0.69,0.14,1.48,0.05,2.36,GB,2
1.07,1.05,0.0,0.23,2.35,DS,2
1.39,0.48,0.4,0.08,2.35,GB,2
0.0,0.0,2.34,0.01,2.35,GB,2
1.68,0.46,0.01,0.2,2.35,X360,1
1.32,0.83,0.0,0.2,2.34,Wii,1
0.92,0.0,0.01,1.41,2.34,PS2,0
1.2,0.9,0.0,0.24,2.34,Wii,1
1.08,0.7,0.34,0.21,2.34,PS2,0
1.27,0.86,0.0,0.2,2.33,X360,1
1.14,0.54,0.47,0.17,2.32,3DS,2
1.93,0.14,0.0,0.24,2.32,XOne,1
1.57,0.56,0.0,0.19,2.32,Wii,1
0.78,0.4,1.06,0.07,2.32,N64,2
0.79,1.35,0.04,0.14,2.32,PS,0
0.85,1.06,0.09,0.32,2.31,PS2,0
0.52,0.45,1.21,0.13,2.31,DS,2
1.58,0.64,0.0,0.09,2.31,PS,0
0.28,0.0,2.02,0.01,2.31,SNES,1
1.65,0.46,0.1,0.1,2.31,PS,0
1.24,0.85,0.0,0.21,2.3,X360,1
0.95,1.06,0.0,0.29,2.3,PC,0
0.95,0.54,0.62,0.18,2.3,DS,2
1.08,0.75,0.15,0.31,2.29,PS3,0
0.91,1.25,0.0,0.13,2.29,PC,0
1.23,0.68,0.04,0.34,2.29,PS3,0
1.38,0.8,0.0,0.1,2.28,XB,1
0.3,1.27,0.46,0.26,2.28,PS3,0
1.11,0.98,0.0,0.2,2.28,Wii,1
0.0,0.0,2.28,0.0,2.28,3DS,2
0.51,0.12,1.63,0.02,2.28,NES,0
0.38,0.07,0.01,1.82,2.28,PS2,0
1.01,0.9,0.0,0.37,2.28,PS3,0
1.05,0.77,0.1,0.36,2.28,PS3,0
0.07,2.0,0.02,0.18,2.28,PS,0
1.12,0.39,0.64,0.12,2.27,3DS,2
1.34,0.62,0.0,0.31,2.27,PS3,0
1.07,0.92,0.04,0.24,2.27,Wii,1
1.22,0.1,0.91,0.04,2.27,GBA,2
0.9,0.73,0.54,0.09,2.26,GBA,2
1.4,0.54,0.02,0.3,2.26,PS3,0
1.19,0.84,0.0,0.23,2.26,Wii,1
1.34,0.57,0.14,0.21,2.26,Wii,1
0.28,0.79,0.87,0.32,2.25,PSV,0
0.62,0.44,1.06,0.13,2.25,PS2,0
1.52,0.46,0.2,0.08,2.25,PS,0
1.48,0.25,0.46,0.06,2.25,GC,2
1.93,0.15,0.0,0.17,2.25,PS3,0
0.67,0.41,1.05,0.11,2.25,Wii,1
0.51,0.51,0.91,0.32,2.25,PSP,0
1.19,0.71,0.22,0.13,2.24,GBA,2
1.29,0.83,0.0,0.11,2.23,GBA,2
1.74,0.25,0.21,0.03,2.23,NES,0
1.42,0.61,0.0,0.21,2.23,DS,2
1.09,0.85,0.0,0.28,2.23,PS2,0
1.27,0.62,0.18,0.16,2.22,WiiU,1
0.88,1.03,0.0,0.31,2.22,PS2,0
1.71,0.32,0.02,0.18,2.22,DS,2
1.0,0.63,0.45,0.13,2.22,GB,2
1.03,0.98,0.0,0.21,2.22,X360,1
1.45,0.55,0.02,0.19,2.21,X360,1
1.47,0.55,0.0,0.19,2.21,XOne,1
1.06,0.82,0.05,0.28,2.21,PS2,0
1.78,0.24,0.0,0.18,2.2,X360,1
2.06,0.12,0.0,0.02,2.2,2600,2
2.01,0.02,0.0,0.17,2.2,X360,1
1.11,0.51,0.34,0.23,2.2,GB,2
0.15,0.0,2.05,0.0,2.2,NES,0
1.28,0.68,0.02,0.21,2.2,Wii,1
1.06,0.91,0.0,0.23,2.2,DS,2
0.34,0.97,0.55,0.33,2.19,PS3,0
1.17,0.78,0.02,0.22,2.19,X360,1
1.68,0.44,0.0,0.08,2.19,XB,1
0.87,0.17,1.1,0.05,2.19,GB,2
1.04,0.72,0.3,0.13,2.19,GB,2
0.59,1.07,0.07,0.45,2.19,PS3,0
0.0,0.0,2.17,0.01,2.18,GB,2
1.92,0.2,0.0,0.06,2.18,PS2,0
1.21,0.78,0.01,0.17,2.18,XOne,1
1.97,0.07,0.0,0.13,2.18,X360,1
1.29,0.04,0.73,0.12,2.18,DS,2
1.48,0.17,0.47,0.06,2.17,GBA,2
1.27,0.68,0.01,0.2,2.17,X360,1
1.6,0.46,0.08,0.03,2.17,N64,2
0.48,0.11,1.56,0.02,2.17,NES,0
1.23,0.83,0.0,0.1,2.16,PC,0
1.51,0.47,0.0,0.18,2.16,Wii,1
1.5,0.55,0.02,0.08,2.15,PS,0
0.54,1.16,0.13,0.32,2.15,PS4,0
0.14,0.03,1.98,0.0,2.15,NES,0
0.6,1.41,0.0,0.14,2.15,XOne,1
0.52,1.03,0.0,0.59,2.14,PSP,0
0.66,0.0,1.45,0.03,2.14,SNES,1
0.01,0.0,2.13,0.0,2.14,NES,0
1.47,0.38,0.19,0.1,2.14,NES,0
1.2,0.84,0.0,0.1,2.14,PC,0
1.99,0.12,0.0,0.02,2.13,2600,2
1.04,0.81,0.0,0.27,2.13,PS2,0
0.64,0.07,1.35,0.08,2.13,DS,2
0.82,0.37,0.89,0.05,2.13,GBA,2
0.59,1.16,0.06,0.33,2.13,PS4,0
0.93,0.97,0.02,0.21,2.12,DS,2
0.91,0.05,1.07,0.09,2.12,DS,2
1.47,0.09,0.45,0.11,2.12,Wii,1
1.37,0.61,0.05,0.09,2.12,XB,1
0.83,0.33,0.92,0.04,2.12,GB,2
1.61,0.27,0.05,0.18,2.11,PS3,0
1.2,0.62,0.0,0.29,2.11,PS3,0
1.68,0.4,0.0,0.03,2.11,N64,2
0.11,1.34,0.4,0.26,2.11,PS3,0
1.68,0.31,0.02,0.09,2.11,PS2,0
0.9,0.45,0.63,0.13,2.11,Wii,1
1.35,0.56,0.0,0.2,2.11,Wii,1
0.63,0.21,1.13,0.13,2.11,PS2,0
1.63,0.33,0.0,0.15,2.11,X360,1
0.94,0.07,1.05,0.04,2.1,PS,0
1.17,0.72,0.0,0.22,2.1,PS2,0
1.54,0.44,0.04,0.07,2.1,XB,1
1.77,0.13,0.02,0.18,2.1,PSP,0
1.41,0.51,0.01,0.17,2.1,X360,1
0.99,0.63,0.29,0.19,2.09,PS2,0
0.0,0.0,1.96,0.14,2.09,PS,0
1.16,0.65,0.08,0.2,2.09,X360,1
1.26,0.6,0.05,0.18,2.09,PS2,0
1.84,0.12,0.01,0.13,2.09,X360,1
1.97,0.0,0.0,0.12,2.09,Wii,1
0.92,0.94,0.0,0.22,2.09,DS,2
0.7,0.93,0.14,0.32,2.09,PS4,0
0.46,0.42,0.96,0.25,2.09,PSP,0
1.77,0.32,0.0,0.0,2.08,PC,0
1.11,0.71,0.0,0.27,2.08,PS2,0
0.63,1.02,0.05,0.39,2.08,PS3,0
1.36,0.52,0.0,0.2,2.08,Wii,1
0.97,0.33,0.73,0.06,2.08,GC,2
0.59,0.99,0.13,0.36,2.08,PS3,0
2.04,0.04,0.0,0.0,2.08,PC,0
0.89,1.08,0.0,0.11,2.08,PC,0
0.79,0.94,0.0,0.35,2.08,PS3,0
1.54,0.46,0.0,0.08,2.07,PS,0
0.63,0.42,0.75,0.26,2.07,PSP,0
1.48,0.39,0.0,0.19,2.07,X360,1
0.75,0.54,0.54,0.23,2.07,PS3,0
1.64,0.36,0.0,0.07,2.07,GBA,2
1.04,0.8,0.01,0.22,2.06,X360,1
0.73,0.97,0.02,0.34,2.06,PS3,0
1.2,0.63,0.04,0.19,2.06,X360,1
0.71,0.52,0.74,0.08,2.06,GBA,2
1.15,0.77,0.04,0.1,2.06,GBA,2
0.68,0.46,0.79,0.13,2.06,PS,0
1.06,0.62,0.13,0.25,2.06,PS2,0
0.89,0.57,0.46,0.13,2.06,3DS,2
0.73,0.92,0.04,0.37,2.05,PS3,0
1.23,0.64,0.0,0.19,2.05,DS,2
1.43,0.33,0.04,0.25,2.05,PS3,0
1.16,0.06,0.83,0.0,2.05,DS,2
1.47,0.48,0.05,0.06,2.05,GC,2
0.71,0.83,0.15,0.35,2.05,PS3,0
1.75,0.25,0.0,0.05,2.05,GEN,2
0.48,1.29,0.02,0.25,2.05,X360,1
1.11,0.27,0.53,0.14,2.04,DS,2
1.45,0.42,0.01,0.16,2.04,X360,1
0.73,1.09,0.0,0.23,2.04,Wii,1
1.74,0.02,0.0,0.28,2.04,PS2,0
0.71,1.02,0.0,0.31,2.04,PS2,0
1.2,0.48,0.29,0.07,2.04,GBA,2
0.58,1.06,0.03,0.37,2.04,PS3,0
1.53,0.25,0.0,0.25,2.03,PS4,0
1.25,0.61,0.13,0.05,2.03,N64,2
1.47,0.4,0.0,0.16,2.03,X360,1
1.57,0.18,0.0,0.27,2.03,PS2,0
1.05,0.67,0.0,0.3,2.02,PS3,0
1.81,0.05,0.01,0.15,2.02,X360,1
1.76,0.09,0.0,0.17,2.02,X360,1
0.82,0.98,0.04,0.18,2.02,X360,1
0.49,1.27,0.0,0.25,2.01,DS,2
1.2,0.62,0.0,0.18,2.01,XOne,1
0.77,0.85,0.01,0.37,2.0,PS3,0
0.89,0.45,0.53,0.13,2.0,3DS,2
0.35,1.31,0.02,0.33,2.0,PS4,0
0.52,0.16,1.29,0.03,2.0,SNES,1
1.48,0.3,0.0,0.22,2.0,PS3,0
0.95,0.64,0.27,0.13,1.99,PS,0
0.75,0.3,0.9,0.04,1.99,GB,2
1.21,0.64,0.05,0.09,1.99,GBA,2
0.75,1.09,0.02,0.12,1.98,PS,0
0.93,0.27,0.75,0.04,1.98,SNES,1
1.25,0.58,0.0,0.16,1.98,XOne,1
1.11,0.63,0.07,0.16,1.98,X360,1
0.72,0.86,0.08,0.32,1.97,PS4,0
0.99,0.8,0.0,0.18,1.97,DS,2
0.74,0.95,0.0,0.28,1.97,PS2,0
1.2,0.59,0.0,0.19,1.97,Wii,1
0.71,0.58,0.51,0.17,1.97,PS2,0
1.01,0.64,0.02,0.3,1.97,PS3,0
1.84,0.11,0.0,0.02,1.97,2600,2
1.22,0.57,0.02,0.15,1.96,X360,1
0.5,0.5,0.63,0.33,1.96,PSP,0
1.13,0.37,0.41,0.05,1.96,NES,0
0.18,0.23,1.53,0.02,1.96,NES,0
0.79,0.03,1.05,0.08,1.96,DS,2
1.09,0.65,0.02,0.2,1.96,X360,1
1.3,0.49,0.0,0.16,1.95,X360,1
0.74,1.01,0.0,0.2,1.95,PS2,0
1.26,0.61,0.0,0.09,1.95,XB,1
1.09,0.77,0.0,0.09,1.95,PC,0
1.69,0.2,0.0,0.06,1.95,PS2,0
0.95,0.74,0.0,0.25,1.94,PS2,0
0.49,1.26,0.01,0.18,1.94,X360,1
1.94,0.0,0.0,0.0,1.94,PC,0
0.59,1.23,0.0,0.13,1.94,PS,0
0.96,0.38,0.55,0.05,1.94,GB,2
1.09,0.15,0.65,0.04,1.94,PS2,0
1.41,0.42,0.03,0.07,1.94,PS,0
1.42,0.4,0.0,0.12,1.94,PS2,0
1.0,0.72,0.0,0.21,1.93,PS2,0
1.15,0.61,0.0,0.17,1.93,X360,1
1.1,0.56,0.0,0.27,1.93,PS3,0
1.48,0.39,0.0,0.06,1.93,SNES,1
0.34,0.26,1.3,0.03,1.93,SAT,0
1.06,0.6,0.2,0.07,1.93,GB,2
1.53,0.24,0.0,0.16,1.93,X360,1
0.56,0.89,0.1,0.37,1.93,PS3,0
1.51,0.0,0.29,0.12,1.93,Wii,1
0.86,0.87,0.01,0.17,1.92,X360,1
0.92,0.53,0.41,0.06,1.92,GB,2
0.73,0.97,0.01,0.22,1.92,X360,1
0.87,0.85,0.0,0.2,1.92,Wii,1
0.76,0.96,0.0,0.2,1.92,PS2,0
1.03,0.8,0.0,0.09,1.92,PC,0
0.94,0.73,0.0,0.25,1.92,PS2,0
0.26,0.16,1.46,0.03,1.92,PS,0
1.06,0.67,0.0,0.18,1.92,Wii,1
0.72,0.16,1.01,0.02,1.91,N64,2
1.14,0.57,0.0,0.19,1.91,Wii,1
1.3,0.44,0.0,0.17,1.91,Wii,1
0.77,0.78,0.04,0.31,1.91,PS4,0
1.08,0.66,0.0,0.17,1.91,Wii,1
1.03,0.75,0.03,0.09,1.9,GC,2
0.59,0.92,0.06,0.32,1.9,PS3,0
0.73,0.91,0.03,0.22,1.89,PS4,0
1.56,0.15,0.0,0.18,1.89,PS3,0
0.21,0.3,1.33,0.04,1.89,3DS,2
1.05,0.54,0.03,0.26,1.88,PS3,0
1.37,0.44,0.0,0.08,1.88,PS,0
0.92,0.72,0.0,0.24,1.88,PS2,0
0.25,0.12,1.48,0.03,1.88,PS,0
0.89,0.69,0.09,0.21,1.88,PS2,0
1.42,0.36,0.03,0.07,1.88,PS,0
0.47,0.08,0.0,1.33,1.87,PS2,0
0.96,0.53,0.3,0.09,1.87,GC,2
0.22,1.47,0.04,0.14,1.87,PS,0
0.53,0.16,1.07,0.1,1.87,PS2,0
0.73,0.62,0.4,0.12,1.87,3DS,2
0.87,0.52,0.41,0.06,1.86,GB,2
1.75,0.03,0.0,0.08,1.86,XB,1
1.12,0.69,0.03,0.02,1.86,PS2,0
0.94,0.44,0.39,0.1,1.86,PS,0
1.37,0.41,0.04,0.04,1.86,N64,2
0.0,1.37,0.0,0.49,1.86,PS2,0
0.64,0.92,0.01,0.29,1.86,PS4,0
0.91,0.71,0.0,0.24,1.86,PS2,0
1.34,0.37,0.0,0.15,1.86,DS,2
0.62,0.42,0.69,0.12,1.86,PS,0
0.85,0.71,0.13,0.16,1.86,Wii,1
0.61,0.59,0.55,0.11,1.85,3DS,2
1.33,0.49,0.0,0.03,1.85,PS2,0
0.83,0.82,0.0,0.2,1.85,Wii,1
1.26,0.18,0.35,0.06,1.85,GBA,2
0.8,0.19,0.83,0.03,1.85,NES,0
1.05,0.49,0.08,0.23,1.85,PS3,0
0.0,1.1,0.42,0.33,1.84,PS2,0
0.97,0.34,0.35,0.18,1.84,PS3,0
1.53,0.05,0.0,0.25,1.84,PS2,0
0.83,0.06,0.93,0.0,1.83,N64,2
1.31,0.49,0.0,0.03,1.83,GBA,2
0.84,0.76,0.0,0.23,1.83,PC,0
1.33,0.4,0.03,0.07,1.83,PS,0
0.46,1.02,0.07,0.28,1.83,PS4,0
0.25,0.07,1.49,0.02,1.83,SNES,1
1.09,0.54,0.02,0.17,1.83,X360,1
0.92,0.33,0.52,0.05,1.83,PS,0
0.61,0.34,0.79,0.09,1.82,3DS,2
1.24,0.43,0.03,0.12,1.82,GEN,2
1.73,0.07,0.0,0.02,1.82,PS2,0
1.81,0.0,0.0,0.0,1.82,PC,0
0.91,0.74,0.07,0.09,1.82,Wii,1
0.22,0.21,1.35,0.03,1.81,DS,2
0.55,0.84,0.11,0.31,1.81,PS4,0
1.05,0.59,0.0,0.18,1.81,PS2,0
1.1,0.51,0.12,0.08,1.81,DC,2
0.78,0.44,0.56,0.04,1.81,PS2,0
0.88,0.69,0.0,0.23,1.81,PS2,0
1.0,0.03,0.0,0.77,1.8,PS2,0
0.93,0.59,0.21,0.07,1.8,GBA,2
1.66,0.0,0.01,0.13,1.8,X360,1
1.41,0.21,0.03,0.16,1.8,PS3,0
1.0,0.68,0.0,0.12,1.8,PS,0
0.49,0.96,0.07,0.27,1.79,PS3,0
1.26,0.39,0.08,0.06,1.79,SNES,1
0.52,0.88,0.06,0.34,1.79,PS3,0
1.05,0.57,0.03,0.14,1.78,X360,1
1.25,0.29,0.0,0.24,1.78,PS2,0
0.23,0.03,1.49,0.03,1.78,DS,2
1.12,0.58,0.0,0.08,1.78,PS,0
0.39,1.01,0.02,0.36,1.78,PS2,0
0.32,0.95,0.36,0.14,1.78,3DS,2
0.45,0.94,0.06,0.33,1.78,PS3,0
0.41,0.46,0.72,0.19,1.78,PS3,0
0.93,0.57,0.14,0.13,1.77,WiiU,1
0.85,0.76,0.0,0.16,1.77,PS2,0
1.16,0.45,0.0,0.16,1.77,Wii,1
0.31,0.54,0.84,0.08,1.77,WiiU,1
1.59,0.03,0.0,0.15,1.77,PS3,0
0.24,0.09,1.33,0.12,1.77,SNES,1
0.63,0.06,1.03,0.04,1.77,N64,2
1.19,0.29,0.24,0.06,1.77,XB,1
1.07,0.45,0.01,0.24,1.77,PS3,0
0.85,0.31,0.56,0.04,1.76,GB,2
1.27,0.42,0.0,0.07,1.76,PS,0
1.06,0.54,0.0,0.16,1.76,PS2,0
0.93,0.38,0.4,0.06,1.76,GBA,2
1.02,0.47,0.2,0.07,1.76,GEN,2
0.53,0.12,1.09,0.02,1.76,NES,0
0.86,0.67,0.0,0.22,1.76,PS2,0
1.23,0.46,0.0,0.07,1.76,XB,1
0.86,0.67,0.0,0.22,1.76,PS2,0
0.72,0.69,0.04,0.31,1.76,PS3,0
0.68,0.9,0.01,0.17,1.76,X360,1
1.26,0.47,0.0,0.03,1.76,GBA,2
1.11,0.48,0.0,0.16,1.76,X360,1
0.52,0.95,0.0,0.29,1.76,PS2,0
0.35,1.07,0.02,0.32,1.76,PS3,0
0.61,0.87,0.02,0.26,1.76,PS2,0
1.68,0.04,0.0,0.04,1.75,PS,0
0.9,0.37,0.25,0.24,1.75,PS3,0
1.24,0.45,0.0,0.07,1.75,XB,1
0.06,0.9,0.53,0.27,1.75,PS2,0
1.0,0.54,0.03,0.18,1.75,X360,1
0.7,0.13,0.91,0.01,1.75,NES,0
0.94,0.34,0.21,0.27,1.75,SNES,1
0.79,0.14,0.8,0.02,1.75,NES,0
0.83,0.66,0.08,0.18,1.75,DS,2
0.85,0.66,0.01,0.22,1.75,PS2,0
1.25,0.46,0.0,0.03,1.75,GBA,2
0.72,0.89,0.04,0.1,1.74,PS,0
0.63,0.49,0.45,0.17,1.74,PS2,0
0.83,0.63,0.02,0.25,1.74,PS3,0
1.19,0.4,0.0,0.16,1.74,Wii,1
0.69,0.89,0.03,0.14,1.74,XOne,1
0.96,0.61,0.01,0.16,1.74,Wii,1
1.69,0.04,0.0,0.01,1.74,N64,2
1.66,0.04,0.0,0.04,1.74,PS,0
0.49,0.88,0.06,0.3,1.74,PS4,0
0.59,0.75,0.13,0.27,1.74,PSV,0
0.67,0.66,0.12,0.27,1.73,PS3,0
0.85,0.66,0.0,0.22,1.73,PS2,0
0.64,0.68,0.14,0.26,1.73,PS4,0
1.48,0.2,0.0,0.05,1.73,PS,0
0.94,0.62,0.1,0.07,1.73,GB,2
1.15,0.44,0.0,0.14,1.73,Wii,1
0.95,0.7,0.0,0.08,1.73,GBA,2
1.06,0.52,0.01,0.14,1.73,X360,1
0.85,0.66,0.0,0.22,1.72,PS2,0
0.61,0.78,0.06,0.27,1.72,PS4,0
0.66,0.78,0.0,0.28,1.72,PS4,0
0.61,0.18,0.0,0.94,1.72,PS2,0
0.7,0.83,0.0,0.19,1.72,DS,2
0.41,0.98,0.0,0.33,1.72,PC,0
1.61,0.03,0.0,0.08,1.72,XB,1
0.8,0.21,0.55,0.15,1.72,PS2,0
0.59,0.87,0.0,0.25,1.71,PC,0
1.43,0.16,0.0,0.12,1.71,Wii,1
0.99,0.64,0.0,0.08,1.71,PS,0
1.15,0.41,0.0,0.15,1.71,DS,2
0.88,0.34,0.32,0.18,1.71,PS2,0
1.09,0.55,0.0,0.07,1.71,XB,1
0.0,0.0,1.71,0.0,1.71,DS,2
1.25,0.39,0.0,0.06,1.71,GBA,2
1.58,0.0,0.0,0.12,1.7,Wii,1
0.34,1.08,0.03,0.26,1.7,PS4,0
0.23,0.24,0.0,1.23,1.7,PS2,0
0.99,0.42,0.14,0.15,1.7,Wii,1
0.49,1.12,0.0,0.09,1.7,DS,2
0.62,0.21,0.79,0.08,1.7,Wii,1
0.0,0.0,1.69,0.01,1.7,SNES,1
0.69,0.83,0.0,0.19,1.7,DS,2
1.41,0.05,0.0,0.23,1.7,PS2,0
1.22,0.34,0.04,0.1,1.69,PS2,0
1.36,0.18,0.0,0.15,1.69,XOne,1
0.88,0.54,0.02,0.25,1.69,PS3,0
1.01,0.53,0.01,0.14,1.69,X360,1
0.94,0.64,0.0,0.11,1.69,PS,0
0.96,0.44,0.08,0.22,1.69,PS3,0
0.55,1.01,0.0,0.13,1.69,X360,1
1.37,0.28,0.03,0.02,1.69,N64,2
1.1,0.48,0.04,0.07,1.69,PS,0
0.87,0.66,0.08,0.08,1.69,GBA,2
0.79,0.71,0.01,0.18,1.69,X360,1
1.52,0.12,0.0,0.05,1.69,GBA,2
0.98,0.52,0.0,0.19,1.69,PC,0
0.98,0.42,0.22,0.06,1.69,GC,2
0.8,0.52,0.07,0.3,1.69,PSV,0
0.9,0.47,0.0,0.32,1.68,PSP,0
0.82,0.64,0.0,0.22,1.68,PS2,0
1.58,0.06,0.0,0.04,1.68,PS,0
0.9,0.64,0.0,0.15,1.68,X360,1
0.59,0.24,0.82,0.03,1.68,GB,2
0.38,0.87,0.33,0.1,1.68,PS,0
1.67,0.0,0.0,0.0,1.68,PC,0
1.23,0.3,0.0,0.14,1.68,Wii,1
0.91,0.55,0.04,0.17,1.68,Wii,1
1.18,0.27,0.17,0.06,1.68,GBA,2
0.94,0.57,0.0,0.17,1.67,Wii,1
0.93,0.52,0.0,0.22,1.67,PS2,0
0.45,1.02,0.0,0.2,1.67,Wii,1
1.58,0.05,0.0,0.04,1.67,PS,0
0.81,0.59,0.01,0.26,1.67,PS3,0
0.43,0.67,0.42,0.15,1.67,PS4,0
1.22,0.39,0.0,0.06,1.67,XB,1
0.91,0.3,0.42,0.04,1.67,NES,0
